id,gen,sp,common_name,author,latitude,longitude,type,url,file-name,license,time,secondary_labels,scientific_name,rating,filename,primary_label,au_len,sample_rate,duration_s,all_labels
795668,Actitis,hypoleucos,Common Sandpiper,Bo Shunqi 薄顺奇,31.4845,121.3634,['song'],https://xeno-canto.org/795668,XC795668-common-sandpiper矶鹬-song-2304220727-宝水SHADOW_3183S12.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,07:27,[],Actitis hypoleucos,,CommonSandpiper/795668.mp3,comsan,4597632.0,48000.0,95.784,['comsan']
794971,Actitis,hypoleucos,Common Sandpiper,Xavier Riera,40.8846,0.8014,['nocturnal flight call'],https://xeno-canto.org/794971,XC794971-Actitis-hypoleucos_NFC_L-Ametlla_230421_0517.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,05:30,[],Actitis hypoleucos,,CommonSandpiper/794971.mp3,comsan,791455.0,48000.0,16.488645833333333,['comsan']
794485,Actitis,hypoleucos,Common Sandpiper,José Manuel Reyes Páez,37.3913,-6.2057,"['flight call', 'nocturnal flight call']",https://xeno-canto.org/794485,XC794485-170423-1004-2-21-20-actitis-hypoleucos.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,23:50,[],Actitis hypoleucos,,CommonSandpiper/794485.mp3,comsan,221664.0,44100.0,5.026394557823129,['comsan']
793872,Actitis,hypoleucos,Common Sandpiper,Mark Pearson,54.2187,-0.2838,"['call', 'flight call', 'nocturnal flight call']",https://xeno-canto.org/793872,XC793872-Common-Sand-16.04.23.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,03:15,[],Actitis hypoleucos,,CommonSandpiper/793872.mp3,comsan,197128.0,44100.0,4.470022675736962,['comsan']
792544,Actitis,hypoleucos,Common Sandpiper,Owen Camus,46.214,-1.1014,['nocturnal flight call'],https://xeno-canto.org/792544,XC792544-230410_0186_21h51.wav,//creativecommons.org/publicdomain/zero/1.0/,22:00,[],Actitis hypoleucos,,CommonSandpiper/792544.mp3,comsan,161861.0,44100.0,3.670317460317461,['comsan']
790854,Actitis,hypoleucos,Common Sandpiper,julien Birard,43.6776,4.6226,['nocturnal flight call'],https://xeno-canto.org/790854,XC790854-Guignette_07052022_22kh.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,01:45,[],Actitis hypoleucos,,CommonSandpiper/790854.mp3,comsan,394760.0,22050.0,17.902947845804988,['comsan']
798794,Actitis,hypoleucos,Common Sandpiper,Sean Morris,57.0161,-6.2787,['nocturnal flight call'],https://xeno-canto.org/798794,XC798794-common-sand-7-May-2023-0108.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,01:08,[],Actitis hypoleucos,,CommonSandpiper/798794.mp3,comsan,826458.0,48000.0,17.217875,['comsan']
798774,Actitis,hypoleucos,Common Sandpiper,Paul Kelly,52.2393,-6.3464,"['call', 'flight call', 'nocturnal flight call']",https://xeno-canto.org/798774,XC798774-commonsandrosslare.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,22:30,[],Actitis hypoleucos,,CommonSandpiper/798774.mp3,comsan,1154919.0,44100.0,26.18863945578231,['comsan']
798210,Actitis,hypoleucos,Common Sandpiper,Nicolas Martinez,47.5038,7.5395,"['call', 'flight call']",https://xeno-canto.org/798210,XC798210-acthyp_20230503_benken_ZOOM0271_Tr1.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,06:42,[],Actitis hypoleucos,,CommonSandpiper/798210.mp3,comsan,295111.0,48000.0,6.148145833333333,['comsan']
798178,Actitis,hypoleucos,Common Sandpiper,Tiiu Tali,58.3966,26.6975,"['call', 'flight call', 'song']",https://xeno-canto.org/798178,XC798178-ACTHYP_song_and_call_2_birds_230503_kl0946_J2neserada_Tartu_TT.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,09:46,['wlwwar'],Actitis hypoleucos,,CommonSandpiper/798178.mp3,comsan,1911403.0,48000.0,39.82089583333333,"['comsan', 'wlwwar']"
797669,Actitis,hypoleucos,Common Sandpiper,Michael John O Mahony,52.0161,-8.5692,['nocturnal flight call'],https://xeno-canto.org/797669,XC797669-csand.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,04:30,[],Actitis hypoleucos,,CommonSandpiper/797669.mp3,comsan,146136.0,44100.0,3.31374149659864,['comsan']
797067,Actitis,hypoleucos,Common Sandpiper,Gosse Hoekstra,53.2509,5.598,['nocturnal flight call'],https://xeno-canto.org/797067,XC797067-Oeverloper-300423-04h39m.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,04:30,[],Actitis hypoleucos,,CommonSandpiper/797067.mp3,comsan,219699.0,44100.0,4.981836734693878,['comsan']
796857,Actitis,hypoleucos,Common Sandpiper,Dimitri,42.9037,13.9077,"['call', 'flight call']",https://xeno-canto.org/796857,XC796857-pppiccolo_sent_1930DR0000_2786.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,20:00,[],Actitis hypoleucos,,CommonSandpiper/796857.mp3,comsan,762426.0,48000.0,15.883875,['comsan']
796756,Actitis,hypoleucos,Common Sandpiper,Sean Morris,57.0161,-6.2787,['nocturnal flight call'],https://xeno-canto.org/796756,XC796756-Common-sand-29-April-2023-0002.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,00:02,[],Actitis hypoleucos,,CommonSandpiper/796756.mp3,comsan,783381.0,48000.0,16.3204375,['comsan']
796359,Actitis,hypoleucos,Common Sandpiper,José Manuel Reyes Páez,37.3913,-6.2057,"['flight call', 'nocturnal flight call']",https://xeno-canto.org/796359,XC796359-260423-1002-3-16-03-actitis-hypoleucos.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,04:00,[],Actitis hypoleucos,,CommonSandpiper/796359.mp3,comsan,190151.0,44100.0,4.311814058956916,['comsan']
796308,Actitis,hypoleucos,Common Sandpiper,Diego Fernandez Martinez,50.7788,4.3266,"['call', 'flight call', 'nocturnal flight call']",https://xeno-canto.org/796308,XC796308-15avril_23h18_chevalierguignette.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,23:18,[],Actitis hypoleucos,,CommonSandpiper/796308.mp3,comsan,165365.0,44100.0,3.749773242630386,['comsan']
795774,Actitis,hypoleucos,Common Sandpiper,Stanislas Wroza,43.3996,3.6759,['nocturnal flight call'],https://xeno-canto.org/795774,XC795774-Chevalier-guignette-nocmig.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,03:00,[],Actitis hypoleucos,,CommonSandpiper/795774.mp3,comsan,1541886.0,44100.0,34.96340136054422,['comsan']
792845,Actitis,hypoleucos,Common Sandpiper,José Manuel Reyes Páez,37.3913,-6.2057,"['flight call', 'nocturnal flight call']",https://xeno-canto.org/792845,XC792845-110423-1008-1-15-50-actitis-hypoleucos.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,06:30,[],Actitis hypoleucos,,CommonSandpiper/792845.mp3,comsan,173989.0,44100.0,3.945328798185941,['comsan']
799057,Actitis,hypoleucos,Common Sandpiper,Ray Tsu 诸仁,31.1741,121.4214,"['call', 'flight call', 'nocturnal flight call']",https://xeno-canto.org/799057,XC799057-20230508-0021-上海田林-矶鹬nfc-0007-m10.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,00:07,[],Actitis hypoleucos,,CommonSandpiper/799057.mp3,comsan,288000.0,48000.0,6.0,['comsan']
797921,Actitis,hypoleucos,Common Sandpiper,Gosse Hoekstra,53.1534,5.4297,['flight call'],https://xeno-canto.org/797921,XC797921-Oeverloper-020523.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,17:00,[],Actitis hypoleucos,,CommonSandpiper/797921.mp3,comsan,220263.0,44100.0,4.994625850340136,['comsan']
795643,Actitis,hypoleucos,Common Sandpiper,Elisabeth Godding,50.8235,4.3844,"['flight call', 'nocturnal flight call']",https://xeno-canto.org/795643,XC795643-Guignettes_03h22_af.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,03:30,[],Actitis hypoleucos,,CommonSandpiper/795643.mp3,comsan,1920228.0,44100.0,43.542585034013605,['comsan']
794556,Actitis,hypoleucos,Common Sandpiper,José Manuel Reyes Páez,37.3913,-6.2057,"['flight call', 'nocturnal flight call']",https://xeno-canto.org/794556,XC794556-160423-1002-3-17-47-actitis-hypoleucos.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,04:30,[],Actitis hypoleucos,,CommonSandpiper/794556.mp3,comsan,159103.0,44100.0,3.6077777777777778,['comsan']
793545,Actitis,hypoleucos,Common Sandpiper,José Manuel Reyes Páez,37.3913,-6.2057,"['flight call', 'nocturnal flight call']",https://xeno-canto.org/793545,XC793545-140423-1003-1-00-20-actitis-hypoleucos.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,06:00,[],Actitis hypoleucos,,CommonSandpiper/793545.mp3,comsan,130215.0,44100.0,2.952721088435374,['comsan']
791204,Actitis,hypoleucos,Common Sandpiper,Sławomir Karpicki-Ignatowski,52.3882,16.9885,['nocturnal flight call'],https://xeno-canto.org/791204,XC791204-20230403_2310-piskliwiec-eBird3-NFC.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,23:00,[],Actitis hypoleucos,,CommonSandpiper/791204.mp3,comsan,198450.0,44100.0,4.5,['comsan']
799407,Actitis,hypoleucos,Common Sandpiper,Camille Vacher,50.6228,3.1634,['nocturnal flight call'],https://xeno-canto.org/799407,XC799407-20230508_2323_chevalierguignette.mp3,//creativecommons.org/licenses/by/4.0/,23:23,[],Actitis hypoleucos,,CommonSandpiper/799407.mp3,comsan,176400.0,44100.0,4.0,['comsan']
798772,Agapornis,fischeri,Fischer's Lovebird,Nelson Conceição,37.069,-7.7248,['flight call'],https://xeno-canto.org/798772,XC798772-230417-183708InseparavelFicher.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,18:37,[],Agapornis fischeri,,Fischer'sLovebird/798772.mp3,fislov1,678827.0,48000.0,14.142229166666668,['fislov1']
795474,Alopochen,aegyptiaca,Egyptian Goose,Stephan Risch,50.9976,6.9684,"['alarm call', 'call']",https://xeno-canto.org/795474,"XC795474-230418_1624-1119-Nilgänse.-D,-NW,-K,-Flittarder-Rheinbogen.-Stephan-Risch.wav",//creativecommons.org/licenses/by-nc-sa/4.0/,11:19,[],Alopochen aegyptiaca,,EgyptianGoose/795474.mp3,egygoo,575074.0,32000.0,17.9710625,['egygoo']
798660,Alopochen,aegyptiaca,Egyptian Goose,Nelson Conceição,37.7133,-7.9661,['call'],https://xeno-canto.org/798660,XC798660-230226-122742GansoEgipto.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,12:27,[],Alopochen aegyptiaca,,EgyptianGoose/798660.mp3,egygoo,384689.0,48000.0,8.014354166666667,['egygoo']
794193,Alopochen,aegyptiaca,Egyptian Goose,Chèvremont Fabian,50.902,5.7029,['flight call'],https://xeno-canto.org/794193,"XC794193-15-04-23-(ouette-d-égypte,-cri-en-vol,-Itteren).wav",//creativecommons.org/licenses/by-nc-sa/4.0/,09:00,[],Alopochen aegyptiaca,,EgyptianGoose/794193.mp3,egygoo,189570.0,44100.0,4.298639455782313,['egygoo']
799491,Alopochen,aegyptiaca,Egyptian Goose,chambris,48.9512,2.4064,"['alarm call', 'begging call']",https://xeno-canto.org/799491,XC799491-230508_1438-PGV-alarme-d-ouette-d-egypte-et-poussins.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,12:00,[],Alopochen aegyptiaca,,EgyptianGoose/799491.mp3,egygoo,1214981.0,44100.0,27.550589569161,['egygoo']
798659,Alopochen,aegyptiaca,Egyptian Goose,Nelson Conceição,37.7133,-7.9661,['call'],https://xeno-canto.org/798659,XC798659-230226-122051GansoEgipto.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,12:20,[],Alopochen aegyptiaca,,EgyptianGoose/798659.mp3,egygoo,52682.0,48000.0,1.0975416666666666,['egygoo']
798658,Alopochen,aegyptiaca,Egyptian Goose,Nelson Conceição,37.7133,-7.9661,['call'],https://xeno-canto.org/798658,XC798658-230226-121106GansoEgipto.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,12:11,[],Alopochen aegyptiaca,,EgyptianGoose/798658.mp3,egygoo,176679.0,48000.0,3.6808125,['egygoo']
794136,Apalis,flavida,Yellow-breasted Apalis,isaac kilusu,-2.9963,35.3521,['call'],https://xeno-canto.org/794136,XC794136-VID20230228150353-mc.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,15:03,[],Apalis flavida,,Yellow-breastedApalis/794136.mp3,yebapa1,1218287.0,48000.0,25.380979166666663,['yebapa1']
794542,Ardea,alba,Great Egret,Geoff Carey,22.4939,114.0404,"['alarm call', 'flight call']",https://xeno-canto.org/794542,XC794542-Ardea-alba-alba-MP-430-norm-8dB-NR-24dB-HP-500Hz.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,18:00,[],Ardea alba,,GreatEgret/794542.mp3,greegr,1130849.0,48000.0,23.559354166666665,['greegr']
797492,Ardea,alba,Great Egret,Grégoire Chauvot,45.8056,0.7,[''],https://xeno-canto.org/797492,XC797492-Lavaud_Grande-Aigrette_.wav,//creativecommons.org/publicdomain/zero/1.0/,07:00,[],Ardea alba,,GreatEgret/797492.mp3,greegr,345600.0,48000.0,7.2,['greegr']
796141,Ardea,alba,Great Egret,Manuel Grosselet,15.7863,-96.9385,['flight call'],https://xeno-canto.org/796141,XC796141-Great-Egret-call-nov-7-825-DR0000_0742.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,08:25,[],Ardea alba,,GreatEgret/796141.mp3,greegr,319213.0,44100.0,7.238390022675737,['greegr']
794544,Ardea,alba,Great Egret,Geoff Carey,22.5055,114.0731,['flight call'],https://xeno-canto.org/794544,XC794544-Ardea-alba-alba-T5924-norm-8dB-NR-24dB-HP-500Hz.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,10:00,[],Ardea alba,,GreatEgret/794544.mp3,greegr,336000.0,48000.0,7.0,['greegr']
798965,Ardeola,ralloides,Squacco Heron,Langlade,47.2565,6.0503,['nocturnal flight call'],https://xeno-canto.org/798965,XC798965-0507_003004_Crabier_.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,00:30,[],Ardeola ralloides,,SquaccoHeron/798965.mp3,squher1,343257.0,44100.0,7.783605442176871,['squher1']
792365,Bostrychia,hagedash,Hadada Ibis,Alain Verneau,9.5,-2.0,['flight call'],https://xeno-canto.org/792365,XC792365-AdadaIbis_1208.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,07:30,[],Bostrychia hagedash,,HadadaIbis/792365.mp3,hadibi1,181730.0,44100.0,4.120861678004535,['hadibi1']
796373,Bostrychia,hagedash,Hadada Ibis,Brendan Sloan,,,['call'],https://xeno-canto.org/796373,XC796373-0790-Hadada.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,17:30,[],Bostrychia hagedash,,HadadaIbis/796373.mp3,hadibi1,1411536.0,48000.0,29.407,['hadibi1']
797583,Bubulcus,ibis,Western Cattle Egret,JAYRSON ARAUJO DE OLIVEIRA,-14.625,-49.0051,"['call', 'nocturnal flight call']",https://xeno-canto.org/797583,XC797583-28-04-2023-15e43-Garca-vaqueira-SERRA-DA-MESA.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,15:43,[],Bubulcus ibis,,WesternCattleEgret/797583.mp3,categr,1240704.0,44100.0,28.133877551020408,['categr']
794808,Bubulcus,ibis,Western Cattle Egret,Ludivine Delamare,47.7881,-2.9226,[''],https://xeno-canto.org/794808,XC794808-BUBIBI_Brandivy_20221005_1.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,20:00,[],Bubulcus ibis,,WesternCattleEgret/794808.mp3,categr,1061255.0,44100.0,24.064739229024944,['categr']
791098,Bubulcus,ibis,Western Cattle Egret,Manceau Lionel,45.7181,-0.6002,['call'],https://xeno-canto.org/791098,XC791098-230312_Héron-garde-boeufs-(cris)_Les-Gonds-(17).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,12:30,[],Bubulcus ibis,,WesternCattleEgret/791098.mp3,categr,239583.0,48000.0,4.9913125,['categr']
799820,Buteo,buteo,Common Buzzard,Jorge Leitão,41.7993,-8.867,['flight call'],https://xeno-canto.org/799820,XC799820-2023.05.06_17.45_01.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,17:45,[],Buteo buteo,,CommonBuzzard/799820.mp3,combuz1,1861821.0,44100.0,42.21816326530613,['combuz1']
799815,Buteo,buteo,Common Buzzard,Jorge Leitão,41.7993,-8.867,['flight call'],https://xeno-canto.org/799815,XC799815-Buteo-buteo_2023.05.06_17.44_01.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,17:44,[],Buteo buteo,,CommonBuzzard/799815.mp3,combuz1,568304.0,44100.0,12.886712018140589,['combuz1']
799813,Buteo,buteo,Common Buzzard,Jorge Leitão,41.7993,-8.867,['flight call'],https://xeno-canto.org/799813,XC799813-Buteo-buteo_2023.05.06_17.40_01.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,17:40,[],Buteo buteo,,CommonBuzzard/799813.mp3,combuz1,352104.0,44100.0,7.98421768707483,['combuz1']
799812,Buteo,buteo,Common Buzzard,Jorge Leitão,41.7993,-8.867,['flight call'],https://xeno-canto.org/799812,XC799812-Buteo-buteo_2023.05.06_17.35_01.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,17:35,[],Buteo buteo,,CommonBuzzard/799812.mp3,combuz1,1139799.0,44100.0,25.84578231292517,['combuz1']
799095,Buteo,buteo,Common Buzzard,Tora BENZEYEN,40.1725,29.1746,['call'],https://xeno-canto.org/799095,XC799095-Şahin---Cumalıkızık---22012023---1237.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,12:30,[],Buteo buteo,,CommonBuzzard/799095.mp3,combuz1,2367360.0,48000.0,49.32,['combuz1']
799093,Buteo,buteo,Common Buzzard,Tora BENZEYEN,40.1725,29.1746,['call'],https://xeno-canto.org/799093,XC799093-Şahin---3-lü---Cumalıkızık---22012023---1237.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,12:30,[],Buteo buteo,,CommonBuzzard/799093.mp3,combuz1,4546944.0,48000.0,94.728,['combuz1']
795004,Buteo,buteo,Common Buzzard,Sven Normant,48.3165,-3.0091,"['call', 'flight call']",https://xeno-canto.org/795004,XC795004-Buse_variable_Buteo_Buteo_calls_Corlay.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,10:00,[],Buteo buteo,,CommonBuzzard/795004.mp3,combuz1,762731.0,48000.0,15.890229166666666,['combuz1']
793930,Buteo,buteo,Common Buzzard,Alan Dalton,59.1844,18.2695,"['call', 'flight call', 'song']",https://xeno-canto.org/793930,XC793930-Common-Buzzard-15-Apr-TNP-0923.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,09:30,[],Buteo buteo,,CommonBuzzard/793930.mp3,combuz1,5532807.0,96000.0,57.63340625,['combuz1']
793574,Buteo,buteo,Common Buzzard,Jorge Leitão,41.8177,-8.8542,['flight call'],https://xeno-canto.org/793574,XC793574-Buteo-bteo_2023.04.15_11.48_01.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,11:48,[],Buteo buteo,,CommonBuzzard/793574.mp3,combuz1,1316189.0,44100.0,29.84555555555556,['combuz1']
790912,Buteo,buteo,Common Buzzard,Alan Dalton,64.191,21.113,"['call', 'flight call']",https://xeno-canto.org/790912,XC790912-Common-Buzzard-1-sept-0652.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,07:00,[],Buteo buteo,,CommonBuzzard/790912.mp3,combuz1,553261.0,24000.0,23.052541666666663,['combuz1']
797481,Buteo,buteo,Common Buzzard,Grégoire Chauvot,46.1038,4.3769,[''],https://xeno-canto.org/797481,XC797481-Thel_Buse-variable_220726_18h.wav,//creativecommons.org/publicdomain/zero/1.0/,18:00,[],Buteo buteo,,CommonBuzzard/797481.mp3,combuz1,331640.0,48000.0,6.909166666666667,['combuz1']
790667,Buteo,buteo,Common Buzzard,Carlos Pereira,38.5372,-28.3392,['flight call'],https://xeno-canto.org/790667,XC790667-Butbutrot1_Santo-António.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,14:51,[],Buteo buteo,,CommonBuzzard/790667.mp3,combuz1,1067904.0,44100.0,24.21551020408163,['combuz1']
798200,Buteo,buteo,Common Buzzard,Grzegorz Lorek,51.7417,-2.4051,['flight call'],https://xeno-canto.org/798200,XC798200-217.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,12:45,[],Buteo buteo,,CommonBuzzard/798200.mp3,combuz1,465486.0,48000.0,9.697625,['combuz1']
792002,Buteo,buteo,Common Buzzard,Max Karlsson,59.4238,18.4243,['uncertain'],https://xeno-canto.org/792002,XC792002-AnyConv.com__FullSizeRender-48.mp3,//creativecommons.org/licenses/by-sa/4.0/,14:10,[],Buteo buteo,,CommonBuzzard/792002.mp3,combuz1,117760.0,44100.0,2.670294784580499,['combuz1']
798631,Butorides,striata,Striated Heron,Ray Tsu 诸仁,31.1741,121.4214,['nocturnal flight call'],https://xeno-canto.org/798631,XC798631-20230504-2143-上海田林-绿鹭nfc-0006-d10.wav,//creativecommons.org/licenses/by-nc-sa/4.0/,00:06,[],Butorides striata,,StriatedHeron/798631.mp3,strher,258253.0,48000.0,5.380270833333333,['strher']
