longitude,url,author,rating,time,type,filename,license,secondary_labels,all_labels,primary_label,latitude,old_filename,sample_rate,au_len,duration_s,sw_col,id
76.2188,https://www.xeno-canto.org/296432,Vivek Puliyeri,2.0,07:44,['call'],comsan/XC296432.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,11.2759,comsan/XC296432.ogg,32000,653568,20.424,comsan,296432
37.4256,https://www.xeno-canto.org/309531,Dmitry Kulakov,2.0,10:00,['alarm call'],comsan/XC309531.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,59.1816,comsan/XC309531.ogg,32000,670407,20.95021875,comsan,309531
-3.7277,https://www.xeno-canto.org/318810,Bernard BOUSQUET,4.0,07:30,"['flight call', 'male', 'song']",comsan/XC318810.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,57.3858,comsan/XC318810.ogg,32000,1829825,57.18203125,comsan,318810
24.5131,https://www.xeno-canto.org/319860,Jerome Fischer,5.0,06:00,['song'],comsan/XC319860.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,61.188,comsan/XC319860.ogg,32000,2472647,77.27021875,comsan,319860
47.2622,https://www.xeno-canto.org/324040,Albert Lastukhin,4.0,12:00,['call'],comsan/XC324040.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.0856,comsan/XC324040.ogg,32000,840934,26.2791875,comsan,324040
47.3703,https://www.xeno-canto.org/330481,Albert Lastukhin,3.5,16:30,"['flight call', 'song']",comsan/XC330481.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.172,comsan/XC330481.ogg,32000,8633365,269.79265625,comsan,330481
-6.3366,https://www.xeno-canto.org/338206,José Carlos Sires,4.0,?,['call'],comsan/XC338206.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,36.8149,comsan/XC338206.ogg,32000,1953541,61.04815625,comsan,338206
-6.3366,https://www.xeno-canto.org/338209,José Carlos Sires,4.0,?,['call'],comsan/XC338209.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,36.8149,comsan/XC338209.ogg,32000,749819,23.43184375,comsan,338209
-6.3366,https://www.xeno-canto.org/338210,José Carlos Sires,4.0,?,['call'],comsan/XC338210.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,36.8149,comsan/XC338210.ogg,32000,349414,10.9191875,comsan,338210
92.6746,https://www.xeno-canto.org/341296,Oscar Campbell,4.0,13:30,['call'],comsan/XC341296.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,11.5075,comsan/XC341296.ogg,32000,2108186,65.8808125,comsan,341296
47.9129,https://www.xeno-canto.org/371996,Albert Lastukhin,5.0,21:30,['call'],comsan/XC371996.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.0779,comsan/XC371996.ogg,32000,665391,20.79346875,comsan,371996
47.9129,https://www.xeno-canto.org/371998,Albert Lastukhin,4.0,21:30,['call'],comsan/XC371998.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.0779,comsan/XC371998.ogg,32000,591830,18.4946875,comsan,371998
13.0292,https://www.xeno-canto.org/373910,Mats Rellmar,5.0,09:00,['call'],comsan/XC373910.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.3279,comsan/XC373910.ogg,32000,1436108,44.878375,comsan,373910
-5.502434,https://www.xeno-canto.org/37488,David Farrow,4.0,?:?,['song'],comsan/XC37488.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,[],[],comsan,57.39767,comsan/XC37488.ogg,32000,799974,24.9991875,comsan,37488
5.9038,https://www.xeno-canto.org/384170,Joost van Bruggen,4.0,00:50,['flight call'],comsan/XC384170.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.94,comsan/XC384170.ogg,32000,408764,12.773875,comsan,384170
6.138,https://www.xeno-canto.org/385912,Stanislas Wroza,5.0,07:30,['flight call'],comsan/XC385912.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.0671,comsan/XC385912.ogg,32000,686592,21.456,comsan,385912
6.138,https://www.xeno-canto.org/385914,Stanislas Wroza,5.0,07:30,"['call', 'flight call']",comsan/XC385914.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.0671,comsan/XC385914.ogg,32000,972173,30.38040625,comsan,385914
6.138,https://www.xeno-canto.org/385916,Stanislas Wroza,5.0,07:30,"['call', 'flight call']",comsan/XC385916.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.0671,comsan/XC385916.ogg,32000,344832,10.776,comsan,385916
30.1796,https://www.xeno-canto.org/409954,Lynette Rudman,4.0,07:00,['call'],comsan/XC409954.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,-31.0677,comsan/XC409954.ogg,32000,386194,12.0685625,comsan,409954
-2.3069,https://www.xeno-canto.org/411021,Huw Lloyd,3.0,23:30,['flight call'],comsan/XC411021.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.1755,comsan/XC411021.ogg,32000,351922,10.9975625,comsan,411021
21.9175,https://www.xeno-canto.org/422055,Romuald Mikusek,4.0,18:20,['alarm call'],comsan/XC422055.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,49.4434,comsan/XC422055.ogg,32000,540672,16.896,comsan,422055
21.9175,https://www.xeno-canto.org/422061,Romuald Mikusek,5.0,18:20,['alarm call'],comsan/XC422061.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,49.4434,comsan/XC422061.ogg,32000,611328,19.104,comsan,422061
21.9175,https://www.xeno-canto.org/422063,Romuald Mikusek,3.5,18:20,['alarm call'],comsan/XC422063.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,49.4434,comsan/XC422063.ogg,32000,2408448,75.264,comsan,422063
5.371,https://www.xeno-canto.org/424348,Aat Schaftenaar,3.0,02:00,['flight call'],comsan/XC424348.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.0612,comsan/XC424348.ogg,32000,390144,12.192,comsan,424348
5.371,https://www.xeno-canto.org/424349,Aat Schaftenaar,2.0,03:00,['flight call'],comsan/XC424349.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.0612,comsan/XC424349.ogg,32000,534528,16.704,comsan,424349
-8.7464,https://www.xeno-canto.org/424757,Jorge Leitão,2.0,09:12,['flight call'],comsan/XC424757.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.957,comsan/XC424757.ogg,32000,777404,24.293875,comsan,424757
77.0098,https://www.xeno-canto.org/431111,Albert Lastukhin,5.0,17:00,"['call', 'flight call', 'song']",comsan/XC431111.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,63.4902,comsan/XC431111.ogg,32000,1352516,42.266125,comsan,431111
5.9038,https://www.xeno-canto.org/431822,Joost van Bruggen,4.0,02:14,['flight call'],comsan/XC431822.ogg,Creative Commons Attribution-ShareAlike 4.0,[],[],comsan,51.94,comsan/XC431822.ogg,32000,1523712,47.616,comsan,431822
5.371,https://www.xeno-canto.org/432711,Aat Schaftenaar,3.0,23:00,['flight call'],comsan/XC432711.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.0612,comsan/XC432711.ogg,32000,708864,22.152,comsan,432711
5.371,https://www.xeno-canto.org/434766,Aat Schaftenaar,2.0,02:00,"['alarm call', 'flight call']",comsan/XC434766.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.0612,comsan/XC434766.ogg,32000,503040,15.72,comsan,434766
8.8752,https://www.xeno-canto.org/435523,brickegickel,5.0,07:30,['call'],comsan/XC435523.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,54.5632,comsan/XC435523.ogg,32000,331860,10.370625,comsan,435523
5.1242,https://www.xeno-canto.org/442156,Charlie Bodin,5.0,11:30,['flight call'],comsan/XC442156.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.486,comsan/XC442156.ogg,32000,385344,12.042,comsan,442156
-8.6828,https://www.xeno-canto.org/444847,Jorge Leitão,2.5,20:31,['flight call'],comsan/XC444847.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,37.1178,comsan/XC444847.ogg,32000,1553136,48.5355,comsan,444847
105.5332,https://www.xeno-canto.org/457610,Louis A. Hansen,2.0,13:44,['song'],comsan/XC457610.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,[],[],comsan,51.6424,comsan/XC457610.ogg,32000,3468288,108.384,comsan,457610
105.5332,https://www.xeno-canto.org/457611,Louis A. Hansen,2.0,13:46,['call'],comsan/XC457611.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,[],[],comsan,51.6424,comsan/XC457611.ogg,32000,2120448,66.264,comsan,457611
18.9721,https://www.xeno-canto.org/467130,Ireneusz Oleksik,4.0,23:35,['flight call'],comsan/XC467130.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.1191,comsan/XC467130.ogg,32000,197277,6.16490625,comsan,467130
18.9721,https://www.xeno-canto.org/469615,Ireneusz Oleksik,2.0,00:21,['flight call'],comsan/XC469615.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.1191,comsan/XC469615.ogg,32000,196441,6.13878125,comsan,469615
18.9721,https://www.xeno-canto.org/469616,Ireneusz Oleksik,4.0,02:11,['flight call'],comsan/XC469616.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.1191,comsan/XC469616.ogg,32000,186410,5.8253125,comsan,469616
16.8744,https://www.xeno-canto.org/471067,Paweł Szymański,4.0,03:30,['flight call'],comsan/XC471067.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.3857,comsan/XC471067.ogg,32000,244992,7.656,comsan,471067
18.9721,https://www.xeno-canto.org/471874,Ireneusz Oleksik,4.0,21:47,['flight call'],comsan/XC471874.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.1191,comsan/XC471874.ogg,32000,235729,7.36653125,comsan,471874
11.6006,https://www.xeno-canto.org/476381,Christoph Klein,3.0,03:00,"['flight call', 'nocturnal']",comsan/XC476381.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.9792,comsan/XC476381.ogg,32000,255776,7.993,comsan,476381
46.9036,https://www.xeno-canto.org/484232,Albert Lastukhin,5.0,16:00,"['call', 'song']",comsan/XC484232.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.7239,comsan/XC484232.ogg,32000,3403860,106.370625,comsan,484232
46.9036,https://www.xeno-canto.org/484233,Albert Lastukhin,5.0,16:00,"['call', 'song']",comsan/XC484233.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.7239,comsan/XC484233.ogg,32000,8401816,262.55675,comsan,484233
22.6154,https://www.xeno-canto.org/489343,Ireneusz Oleksik,3.0,03:45,['flight call'],comsan/XC489343.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,49.4452,comsan/XC489343.ogg,32000,181376,5.668,comsan,489343
4.4585,https://www.xeno-canto.org/490274,Dan Slootmaekers,2.0,22:45,"['NFC', 'Nocturnal Flight Call', 'flight call']",comsan/XC490274.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.3731,comsan/XC490274.ogg,32000,212320,6.635,comsan,490274
47.469,https://www.xeno-canto.org/490674,Albert Lastukhin,5.0,08:30,['alarm call'],comsan/XC490674.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.1489,comsan/XC490674.ogg,32000,524121,16.37878125,comsan,490674
-7.6237,https://www.xeno-canto.org/492049,Nelson Conceição,3.0,20:14,['flight call'],comsan/XC492049.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,37.1185,comsan/XC492049.ogg,32000,415488,12.984,comsan,492049
-7.7192,https://www.xeno-canto.org/492572,Nelson Conceição,4.0,12:02,['call'],comsan/XC492572.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,37.069,comsan/XC492572.ogg,32000,874752,27.336,comsan,492572
46.9404,https://www.xeno-canto.org/493128,Albert Lastukhin,5.0,06:30,['song'],comsan/XC493128.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.6954,comsan/XC493128.ogg,32000,886073,27.68978125,comsan,493128
17.1755,https://www.xeno-canto.org/493889,Ireneusz Oleksik,4.0,00:35,"['flight call', 'night call']",comsan/XC493889.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.1091,comsan/XC493889.ogg,32000,450048,14.064,comsan,493889
24.9734,https://www.xeno-canto.org/494572,Alexandra Vasilevskaya,3.0,16:00,['call'],comsan/XC494572.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,62.7832,comsan/XC494572.ogg,32000,190589,5.95590625,comsan,494572
46.1057,https://www.xeno-canto.org/495023,Albert Lastukhin,5.0,05:30,['call'],comsan/XC495023.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.1832,comsan/XC495023.ogg,32000,365296,11.4155,comsan,495023
-7.6138,https://www.xeno-canto.org/495421,Nelson Conceição,4.0,11:11,['flight call'],comsan/XC495421.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,37.1357,comsan/XC495421.ogg,32000,613632,19.176,comsan,495421
4.0077,https://www.xeno-canto.org/496097,Tom Gheskiere,5.0,05:30,"['Nocturnal', 'flight call']",comsan/XC496097.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.0928,comsan/XC496097.ogg,32000,470016,14.688,comsan,496097
16.6488,https://www.xeno-canto.org/496532,Grzegorz Lorek,1.0,06:36,"['call', 'flight call']",comsan/XC496532.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.8096,comsan/XC496532.ogg,32000,285884,8.933875,comsan,496532
16.6488,https://www.xeno-canto.org/496533,Grzegorz Lorek,3.0,08:08,"['call', 'flight call']",comsan/XC496533.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.8096,comsan/XC496533.ogg,32000,165512,5.17225,comsan,496533
5.371,https://www.xeno-canto.org/501508,Aat Schaftenaar,0.0,04:30,['flight call'],comsan/XC501508.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.0612,comsan/XC501508.ogg,32000,1645056,51.408,comsan,501508
-2.9833,https://www.xeno-canto.org/501605,Chris Batty,2.5,?,['call'],comsan/XC501605.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.9299,comsan/XC501605.ogg,32000,707187,22.09959375,comsan,501605
-2.9833,https://www.xeno-canto.org/501608,Chris Batty,2.5,23:56,['call'],comsan/XC501608.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.9299,comsan/XC501608.ogg,32000,2869708,89.678375,comsan,501608
-2.9833,https://www.xeno-canto.org/501614,Chris Batty,3.0,00:13,['call'],comsan/XC501614.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.9299,comsan/XC501614.ogg,32000,770717,24.08490625,comsan,501614
-2.9833,https://www.xeno-canto.org/501616,Chris Batty,3.0,00:35,['call'],comsan/XC501616.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,53.9299,comsan/XC501616.ogg,32000,570932,17.841625,comsan,501616
-7.5459,https://www.xeno-canto.org/503480,Nelson Conceição,4.5,18:57,"['call', 'song']",comsan/XC503480.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,37.1565,comsan/XC503480.ogg,32000,861696,26.928,comsan,503480
20.926,https://www.xeno-canto.org/520584,Jarek Matusiak,5.0,14:00,"['flight call', 'wings']",comsan/XC520584.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,52.344,comsan/XC520584.ogg,32000,270336,8.448,comsan,520584
-4.8622,https://www.xeno-canto.org/526794,Stanislas Wroza,1.0,01:00,['nocturnal flight call'],comsan/XC526794.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.0372,comsan/XC526794.ogg,32000,1530567,47.83021875,comsan,526794
-7.6144,https://www.xeno-canto.org/527850,Nelson Conceição,3.5,18:22,"['call', 'flight call']",comsan/XC527850.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,37.1389,comsan/XC527850.ogg,32000,2191104,68.472,comsan,527850
5.8104,https://www.xeno-canto.org/528637,James Lidster,2.0,05:00,['call'],comsan/XC528637.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.9612,comsan/XC528637.ogg,32000,1201152,37.536,comsan,528637
5.8104,https://www.xeno-canto.org/528638,James Lidster,2.0,05:15,['call'],comsan/XC528638.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.9612,comsan/XC528638.ogg,32000,1524480,47.64,comsan,528638
-3.5738,https://www.xeno-canto.org/543418,Morvan Corentin,4.0,05:30,['nocturnal flight call'],comsan/XC543418.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,48.7221,comsan/XC543418.ogg,32000,488992,15.281,comsan,543418
0.974,https://www.xeno-canto.org/545270,Xavier Riera,2.0,05:30,['nocturnal flight call'],comsan/XC545270.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,41.1684,comsan/XC545270.ogg,32000,1070784,33.462,comsan,545270
-3.8193,https://www.xeno-canto.org/545753,Javier Hernández,3.0,01:00,"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",comsan/XC545753.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,43.4599,comsan/XC545753.ogg,32000,900864,28.152,comsan,545753
-3.9392,https://www.xeno-canto.org/548001,Jacob Davies,2.0,03:22,['nocturnal flight call'],comsan/XC548001.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,56.1252,comsan/XC548001.ogg,32000,311040,9.72,comsan,548001
-0.418,https://www.xeno-canto.org/550730,Joan Balfagon,2.0,05:00,['nocturnal flight call'],comsan/XC550730.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,39.5104,comsan/XC550730.ogg,32000,738952,23.09225,comsan,550730
25.0058,https://www.xeno-canto.org/551242,Juha Saari,3.0,00:42,['nocturnal flight call'],comsan/XC551242.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,60.2357,comsan/XC551242.ogg,32000,664544,20.767,comsan,551242
25.0058,https://www.xeno-canto.org/551257,Juha Saari,4.0,01:19,['nocturnal flight call'],comsan/XC551257.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,60.2357,comsan/XC551257.ogg,32000,340192,10.631,comsan,551257
3.2228,https://www.xeno-canto.org/552166,Nicolas Selosse,3.0,03:02,['nocturnal flight call'],comsan/XC552166.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC552166.ogg,32000,253283,7.91509375,comsan,552166
3.2228,https://www.xeno-canto.org/552167,Nicolas Selosse,2.0,03:41,['nocturnal flight call'],comsan/XC552167.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC552167.ogg,32000,179722,5.6163125,comsan,552167
3.713,https://www.xeno-canto.org/552202,Koen Lepla,2.0,02:30,['nocturnal flight call'],comsan/XC552202.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,51.0406,comsan/XC552202.ogg,32000,1409358,44.0424375,comsan,552202
9.7364,https://www.xeno-canto.org/552243,Michael Brunhøj Hansen,3.0,23:16,['nocturnal flight call'],comsan/XC552243.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,55.5042,comsan/XC552243.ogg,32000,211487,6.60896875,comsan,552243
3.2228,https://www.xeno-canto.org/552414,Nicolas Selosse,4.0,02:45,['nocturnal flight call'],comsan/XC552414.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC552414.ogg,32000,202292,6.321625,comsan,552414
25.0058,https://www.xeno-canto.org/552853,Juha Saari,2.5,03:19,['nocturnal flight call'],comsan/XC552853.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,60.2357,comsan/XC552853.ogg,32000,458080,14.315,comsan,552853
-0.3522,https://www.xeno-canto.org/553365,jesus carrion,3.0,03:33,['nocturnal flight call'],comsan/XC553365.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,39.4696,comsan/XC553365.ogg,32000,199784,6.24325,comsan,553365
3.2228,https://www.xeno-canto.org/553457,Nicolas Selosse,3.0,23:32,['nocturnal flight call'],comsan/XC553457.ogg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,[],[],comsan,50.7193,comsan/XC553457.ogg,32000,493192,15.41225,comsan,553457
